Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21,26,29.54716289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,83.49172234,83.49479167,85.01113212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.33497588,53.22677263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,13.21,17.22,21.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16,98.2,98.2400163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316,77.35208966,79.65312418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,55.63846022,58.14173496,61.32425277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351,42.22122119,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2,60.11438269,62.30219257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,88.21942891,89.10683302,91.05802839,93.18272128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,61.90662747,63.30422443,66,70.8299336,74.58772647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.24704278,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.317321781,0.46835672,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,22.32743536,32.39845171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,12.99748389,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.55682649,89.64863086,92.84302568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,77.52326901,78.36738376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.04969976,20.20465544,23.20732536,25.97973101,30.52998339,34.20245818,38.76467741,42.52027285,45.62450478,48.09187918,53.72668706,56.30003799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,18.2,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73,74,76.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41,5.903867603,7.319106411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.917787977,4.301051789,4.721999379,9,10.8,14,14,,16.5,17.76,19.01607978,20.27215956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.56758295,24.5,27.9,30,31,32.5,34,34.82,36,36.6,42.53093047,46.72907806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.62172188,20.75599317,23.71256739,26.50979573,31.03941817,34.71188923,39.35253782,43.18243413,46.26107781,48.77823879,54.30400326,56.84130991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.78248411,1.120428606,1.852511744,2.122203283,2.702761909,4.128908817,4.767448775,6.026859123,7.499515417,10.41277973,13.21835306,15.61204197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.907803974,1.130967692,1.35493417,1.859288186,2.349271522,3.246712535,3.704795793,4.688079653,6.025708998,7.67700383,10.55480396,12.43975394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,96.6411951,98.09390389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.792046794,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,29.98873755,32.05100274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.692443024,4.592865392,5.829606914,6.886782304,7.992379607,10.93617638,13.16488996,15.6912846,18.32466607,22.72932042,26.86485871,29.97560574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.917487943,8.491076997,11.05978034,13.66919123,16.36601404,20.08981123,22.92133279,26.11547352,28.93047146,32.32703398,36.00551895,38.88304356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,7,10,15,22,25,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.28385108,15.13640873,19.97382944,25.19779327,30.59824643,36.03368272,40.04939085,44.71099693,48.36886754,50.95102532,53.6203439,56.49252989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,71.378,74.37664556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,97.3341,98.13669867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,79.2006,79.84209778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78,77.60013186,81.64298546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,58.27123642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,60,67,69,70.99999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,4.713662899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.46195515,59.09258997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.837574849,11.85474422,15.07590034,18.75299529,21.61841565,24.87267923,27.83595894,31.61118712,35.3283434,40.24021671,44.33506682,48.17789711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418,29.78777936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.494227551,9.197741428,12.03195471,14.87801464,17.82275632,21.81708539,24.96758022,28.43562113,31.3885875,35.01830867,38.83116051,41.86857295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.11218649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,76.184,77.28939482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.623184453,9.993366807,11.9482906,15.07349353,17.78760994,20.73330352,23.02044794,26.27417096,29.80611556,34.83925816,39.13948506,43.10498101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,68.11958104,69.88164684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,21.43603111,22.2657705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.52123909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7,15.19912669,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,52.19132594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.384489334,0.42513749,0.965864737,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,9.298148347,9.614097296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.66542588,71.06406781,78.78830993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.33155717,69.27397962,74.82175132,74.26934982,71.92675751,72.5503538,71.0589108,75.53469755,72.85125319,74.42683527,75.96382602,77.56345949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.35901475,33.51571468,35.05,34.51,33.99,42,50,58,66,70,74.00175279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83,1.3,1.4077,1.7,1.95,2.476219975,4.32275803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,24.5,25.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915,24.57183396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,19.68876384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.72021237,69,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.18194587,56.6426074,61.90258632,63.93820389,65.35165654,67.64053005,68.55833601,70.95997056,72.28252767,73.89410583,76.56259125,78.73113222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.68358142,8.299716673,16.68,20,26.8,35.8278,48,60,66.45,70.22,66.13381127,69.92919257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.8603223,14.22604903,16.04448479,18.64968717,20.62774851,24.19191717,27.79362502,31.09335689,35.93863063,39.71373435,43.28654505,45.72993462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.332329098,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,15.51455779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.9,45.46174069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,5.397636329,5.740586325,5.97,6.22,9,25,29,36.2351,48.09902359,49.6,53.7,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.601538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997,73.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.720034498,2.45401576,3.229315112,3.659929473,4.361325726,6.099754451,7.085250425,8.566162023,10.29524777,12.36415244,15.00040041,17.19762978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.40005045,25.44241821,27.86,38,41.5,45.3,48,68.9999826,68.99999,76.13385972,79.46876883,80.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329,70.42356709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,48.43868795,51.34987436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.42419241,61.17838483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,5.579126792,6.49353724,7.393425074,8.692047105,10.87156551,12.97469668,17.64878858,20.72104369,22.0312361,24.73681875,27.94692745,30.60721347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.48989731,60.41712886,65.65983522,67.65226505,68.86522805,70.97955906,71.43008867,74.22831377,75.73474644,77.3991187,79.09570561,81.12779654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,64.56020975,68.44041949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,94.29111815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,73.41,73.09143462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.556041165,,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.533991878,2.971573687,3.965098867,4.408935438,5.149467757,7.205783791,9.398096636,11.52085994,13.75621344,19.08327622,23.20357256,26.4777357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,73.75090368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.292040678,,8.66,,,16.7,17.46,21,22.7,24.64,26.61492855,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.69026413,25.66476804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,79.012957,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,24.76171215,26.80260496,28.99707305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.2595642,50.20865936,50.36482211,54.52,54.21,,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,,1.25,1.3767,1.5,1.63,1.76,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.03933611,2.699099408,3.41805504,3.876289507,4.598676067,6.988944662,8.386960232,10.26657551,12.33091744,14.6967583,17.89302946,19.9190256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,3.829969245,4.51615373,5.5,6.679728051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.042099108,2.703059039,3.422001511,3.880493418,4.598676067,6.992578507,8.390542461,10.27028308,12.33462412,14.70024055,17.89641872,19.9223631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.65920333,15.27200781,17.25259125,19.86894677,22.26470649,25.72457431,29.98376402,32.67522266,36.88792963,40.43474861,43.78377854,46.31467749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
